id,name,age,income,purchase_date,product_category,purchase_amount,rating
24447,Bob White,57,72186.0,2025-10-15 14:00:00,Books,363.62,3.0
24448,Jane Smith,23,82680.0,2025-10-15 15:00:00,Books,93.91,2.0
24449,Charlie Gray,29,24211.0,2025-10-15 16:00:00,Electronics,175.4,4.0
24450,Alice Brown,58,66489.0,2025-10-15 17:00:00,Home & Kitchen,455.45,2.0
24451,John Doe,24,111756.0,2025-10-15 18:00:00,Home & Kitchen,71.12,
24452,Alice Brown,62,39734.0,2025-10-15 19:00:00,Clothing,427.28,4.0
24453,Bob White,47,61046.0,2025-10-15 20:00:00,Home & Kitchen,32.05,5.0
24454,Charlie Gray,33,86784.0,2025-10-15 21:00:00,Clothing,151.93,4.0
24455,Bob White,25,96030.0,2025-10-15 22:00:00,Sports,137.75,1.0
24456,Jane Smith,31,72213.0,2025-10-15 23:00:00,Sports,299.64,3.0
24457,Alice Brown,37,31537.0,2025-10-16 00:00:00,,117.5,4.0
24458,Charlie Gray,45,87910.0,2025-10-16 01:00:00,Clothing,104.17,1.0
24459,Alice Brown,23,83711.0,2025-10-16 02:00:00,Clothing,309.0,3.0
24460,John Doe,47,115208.0,2025-10-16 03:00:00,Sports,469.5,3.0
24461,Charlie Gray,21,34022.0,2025-10-16 04:00:00,Sports,6.79,2.0
24462,John Doe,53,81307.0,2025-10-16 05:00:00,Home & Kitchen,471.8,5.0
24463,Charlie Gray,20,28327.0,2025-10-16 06:00:00,Home & Kitchen,165.76,5.0
24464,Jane Smith,27,91281.0,2025-10-16 07:00:00,Clothing,103.79,2.0
24465,Alice Brown,55,50137.0,2025-10-16 08:00:00,Electronics,217.26,3.0
24466,Alice Brown,44,109044.0,2025-10-16 09:00:00,Electronics,498.67,2.0
24467,Bob White,35,,2025-10-16 10:00:00,Home & Kitchen,286.86,2.0
24468,Charlie Gray,62,54610.0,2025-10-16 11:00:00,Books,457.79,
24469,Charlie Gray,28,64448.0,2025-10-16 12:00:00,Electronics,347.96,3.0
24470,John Doe,53,85309.0,2025-10-16 13:00:00,Clothing,311.5,3.0
24471,Charlie Gray,57,57441.0,2025-10-16 14:00:00,Books,81.04,3.0
24472,Alice Brown,52,99035.0,2025-10-16 15:00:00,Clothing,218.15,3.0
24473,Charlie Gray,61,117965.0,2025-10-16 16:00:00,Home & Kitchen,261.66,3.0
24474,Bob White,30,80387.0,2025-10-16 17:00:00,Clothing,408.33,4.0
24475,Bob White,40,107317.0,2025-10-16 18:00:00,Electronics,395.23,4.0
24476,Alice Brown,60,,2025-10-16 19:00:00,Sports,442.97,2.0
24477,Alice Brown,26,109072.0,2025-10-16 20:00:00,Clothing,415.68,
24478,Alice Brown,21,67856.0,2025-10-16 21:00:00,Electronics,428.52,1.0
24479,Charlie Gray,60,,2025-10-16 22:00:00,Sports,6.86,5.0
24480,Charlie Gray,57,86622.0,2025-10-16 23:00:00,Clothing,93.4,
24481,Jane Smith,48,85744.0,2025-10-17 00:00:00,Books,55.79,2.0
24482,John Doe,20,30279.0,2025-10-17 01:00:00,Clothing,60.23,4.0
24483,Charlie Gray,53,91340.0,2025-10-17 02:00:00,Clothing,57.37,3.0
24484,Jane Smith,34,69665.0,2025-10-17 03:00:00,Clothing,234.89,4.0
24485,Jane Smith,33,111903.0,2025-10-17 04:00:00,Books,215.93,3.0
24486,Bob White,56,111952.0,2025-10-17 05:00:00,Clothing,207.46,3.0
24487,Charlie Gray,19,72198.0,2025-10-17 06:00:00,Books,109.67,3.0
24488,Jane Smith,22,107279.0,2025-10-17 07:00:00,Clothing,218.6,2.0
24489,Bob White,50,98576.0,2025-10-17 08:00:00,Sports,69.33,
24490,John Doe,30,112702.0,2025-10-17 09:00:00,Sports,392.46,
24491,Bob White,29,79971.0,2025-10-17 10:00:00,Books,404.7,3.0
24492,John Doe,36,109321.0,2025-10-17 11:00:00,Sports,422.14,3.0
24493,Alice Brown,39,71545.0,2025-10-17 12:00:00,Clothing,496.99,1.0
24494,Alice Brown,57,78760.0,2025-10-17 13:00:00,Electronics,22.93,5.0
24495,Bob White,25,90622.0,2025-10-17 14:00:00,Electronics,286.93,1.0
24496,Alice Brown,61,119337.0,2025-10-17 15:00:00,Clothing,125.07,4.0
24497,Charlie Gray,21,65106.0,2025-10-17 16:00:00,Sports,204.21,3.0
24498,Bob White,24,52453.0,2025-10-17 17:00:00,Home & Kitchen,417.49,1.0
24499,Jane Smith,39,119499.0,2025-10-17 18:00:00,Electronics,120.0,
24500,Charlie Gray,35,113209.0,2025-10-17 19:00:00,Sports,442.34,4.0
24501,Bob White,23,27370.0,2025-10-17 20:00:00,Books,379.29,4.0
24502,John Doe,21,85144.0,2025-10-17 21:00:00,,171.12,4.0
24503,Alice Brown,58,68595.0,2025-10-17 22:00:00,,158.29,4.0
24504,Alice Brown,62,33307.0,2025-10-17 23:00:00,Home & Kitchen,145.7,
24505,Alice Brown,29,115218.0,2025-10-18 00:00:00,Home & Kitchen,31.0,1.0
24506,Bob White,54,82059.0,2025-10-18 01:00:00,Electronics,26.68,1.0
24507,Charlie Gray,19,25722.0,2025-10-18 02:00:00,Clothing,100.17,4.0
24508,John Doe,20,38461.0,2025-10-18 03:00:00,Electronics,370.33,5.0
24509,Alice Brown,62,73958.0,2025-10-18 04:00:00,,376.38,2.0
24510,Charlie Gray,38,73476.0,2025-10-18 05:00:00,Sports,327.38,2.0
24511,Jane Smith,56,39023.0,2025-10-18 06:00:00,Electronics,301.22,5.0
24512,Jane Smith,30,113306.0,2025-10-18 07:00:00,Books,43.73,3.0
24513,John Doe,31,106250.0,2025-10-18 08:00:00,Clothing,53.45,1.0
24514,Alice Brown,47,84595.0,2025-10-18 09:00:00,Home & Kitchen,309.01,3.0
24515,Jane Smith,35,84112.0,2025-10-18 10:00:00,Clothing,363.0,3.0
24516,Charlie Gray,30,61829.0,2025-10-18 11:00:00,Electronics,70.31,3.0
24517,Charlie Gray,31,51059.0,2025-10-18 12:00:00,Home & Kitchen,125.24,2.0
24518,Jane Smith,58,24053.0,2025-10-18 13:00:00,Sports,255.86,4.0
24519,Alice Brown,57,20837.0,2025-10-18 14:00:00,Electronics,97.29,4.0
24520,John Doe,42,108939.0,2025-10-18 15:00:00,Home & Kitchen,63.2,4.0
24521,Alice Brown,54,25619.0,2025-10-18 16:00:00,Electronics,436.79,3.0
24522,Bob White,44,78003.0,2025-10-18 17:00:00,Sports,116.26,3.0
24523,Jane Smith,40,88804.0,2025-10-18 18:00:00,Electronics,31.53,4.0
24524,Bob White,24,23274.0,2025-10-18 19:00:00,Books,453.38,3.0
24525,Jane Smith,27,62113.0,2025-10-18 20:00:00,Clothing,33.56,4.0
24526,John Doe,42,36029.0,2025-10-18 21:00:00,Electronics,371.1,1.0
24527,Alice Brown,52,30887.0,2025-10-18 22:00:00,Books,441.77,3.0
24528,Alice Brown,41,,2025-10-18 23:00:00,Books,195.05,3.0
24529,Jane Smith,59,79015.0,2025-10-19 00:00:00,Electronics,177.0,5.0
24530,Charlie Gray,28,68784.0,2025-10-19 01:00:00,Home & Kitchen,101.44,1.0
24531,Bob White,37,115974.0,2025-10-19 02:00:00,Home & Kitchen,192.11,
24532,Alice Brown,27,82493.0,2025-10-19 03:00:00,Clothing,225.8,4.0
24533,Alice Brown,38,75680.0,2025-10-19 04:00:00,Home & Kitchen,67.64,3.0
24534,Jane Smith,45,110308.0,2025-10-19 05:00:00,Sports,112.0,
24535,Charlie Gray,45,36447.0,2025-10-19 06:00:00,Electronics,189.97,2.0
24536,Bob White,44,60399.0,2025-10-19 07:00:00,Home & Kitchen,186.65,
24537,Charlie Gray,50,22083.0,2025-10-19 08:00:00,Sports,73.76,2.0
24538,Charlie Gray,21,112750.0,2025-10-19 09:00:00,,486.5,2.0
24539,Jane Smith,52,34326.0,2025-10-19 10:00:00,Books,442.76,4.0
24540,Charlie Gray,37,55504.0,2025-10-19 11:00:00,Home & Kitchen,445.52,
24541,Bob White,23,63088.0,2025-10-19 12:00:00,Clothing,76.69,2.0
24542,John Doe,23,40172.0,2025-10-19 13:00:00,,245.65,1.0
24543,John Doe,34,92215.0,2025-10-19 14:00:00,Home & Kitchen,344.25,2.0
24544,Bob White,36,86154.0,2025-10-19 15:00:00,Electronics,26.47,2.0
24545,Jane Smith,34,96526.0,2025-10-19 16:00:00,Clothing,16.05,3.0
24546,Alice Brown,20,73626.0,2025-10-19 17:00:00,,100.15,1.0
24547,Jane Smith,63,111757.0,2025-10-19 18:00:00,Electronics,187.27,
24548,Bob White,51,77932.0,2025-10-19 19:00:00,Sports,70.66,2.0
24549,Charlie Gray,21,101341.0,2025-10-19 20:00:00,Sports,90.02,4.0
24550,John Doe,40,95260.0,2025-10-19 21:00:00,Electronics,409.35,5.0
24551,Charlie Gray,35,38056.0,2025-10-19 22:00:00,Home & Kitchen,399.62,4.0
24552,Jane Smith,51,117049.0,2025-10-19 23:00:00,Sports,389.05,2.0
24553,Bob White,46,107951.0,2025-10-20 00:00:00,Home & Kitchen,124.03,1.0
24554,John Doe,61,74436.0,2025-10-20 01:00:00,Sports,113.12,2.0
24555,Bob White,32,69258.0,2025-10-20 02:00:00,Books,444.33,5.0
24556,John Doe,62,66346.0,2025-10-20 03:00:00,Sports,434.3,
24557,John Doe,28,91553.0,2025-10-20 04:00:00,Sports,186.99,
24558,John Doe,56,79002.0,2025-10-20 05:00:00,Books,290.63,1.0
24559,Jane Smith,26,47822.0,2025-10-20 06:00:00,Clothing,359.24,
24560,Bob White,64,35165.0,2025-10-20 07:00:00,Books,467.16,4.0
24561,Alice Brown,52,78918.0,2025-10-20 08:00:00,Clothing,34.58,3.0
24562,Alice Brown,27,49674.0,2025-10-20 09:00:00,Sports,287.87,
24563,Alice Brown,57,95171.0,2025-10-20 10:00:00,Clothing,458.88,5.0
24564,Bob White,55,109065.0,2025-10-20 11:00:00,Electronics,134.56,4.0
24565,Charlie Gray,46,84846.0,2025-10-20 12:00:00,Electronics,42.64,5.0
24566,Bob White,63,22851.0,2025-10-20 13:00:00,Electronics,66.35,
24567,John Doe,23,107628.0,2025-10-20 14:00:00,Books,52.04,2.0
24568,Charlie Gray,36,41831.0,2025-10-20 15:00:00,Electronics,41.66,2.0
24569,John Doe,43,58872.0,2025-10-20 16:00:00,Home & Kitchen,88.93,4.0
24570,John Doe,26,50039.0,2025-10-20 17:00:00,Electronics,340.77,3.0
24571,Bob White,58,90311.0,2025-10-20 18:00:00,Sports,17.5,
24572,Alice Brown,62,42924.0,2025-10-20 19:00:00,Electronics,162.94,4.0
24573,Charlie Gray,30,22794.0,2025-10-20 20:00:00,Clothing,242.95,1.0
24574,Jane Smith,43,38980.0,2025-10-20 21:00:00,Sports,94.66,4.0
24575,Alice Brown,61,,2025-10-20 22:00:00,Sports,68.23,
24576,Jane Smith,37,41137.0,2025-10-20 23:00:00,Electronics,34.19,1.0
24577,Bob White,19,70137.0,2025-10-21 00:00:00,Clothing,499.3,
24578,Charlie Gray,21,112065.0,2025-10-21 01:00:00,Sports,78.01,4.0
24579,Bob White,24,29593.0,2025-10-21 02:00:00,Sports,342.91,3.0
24580,Jane Smith,36,62270.0,2025-10-21 03:00:00,Home & Kitchen,335.57,3.0
24581,John Doe,52,58478.0,2025-10-21 04:00:00,Books,303.71,3.0
24582,Bob White,28,113523.0,2025-10-21 05:00:00,Clothing,385.89,3.0
24583,Charlie Gray,36,56419.0,2025-10-21 06:00:00,Electronics,184.35,
24584,Bob White,49,96743.0,2025-10-21 07:00:00,Sports,294.22,4.0
24585,Alice Brown,31,98777.0,2025-10-21 08:00:00,Sports,88.0,2.0
24586,Bob White,22,65951.0,2025-10-21 09:00:00,Books,190.88,3.0
24587,Jane Smith,42,62193.0,2025-10-21 10:00:00,Electronics,487.19,2.0
24588,Bob White,31,117631.0,2025-10-21 11:00:00,Home & Kitchen,316.01,3.0
24589,Charlie Gray,56,91254.0,2025-10-21 12:00:00,Home & Kitchen,90.8,1.0
24590,Bob White,29,85597.0,2025-10-21 13:00:00,Clothing,461.62,2.0
24591,Bob White,37,31342.0,2025-10-21 14:00:00,Books,213.65,2.0
24592,Charlie Gray,35,77067.0,2025-10-21 15:00:00,Books,183.18,3.0
24593,Bob White,18,114470.0,2025-10-21 16:00:00,Sports,210.94,
24594,Charlie Gray,60,86415.0,2025-10-21 17:00:00,Sports,238.29,4.0
24595,Jane Smith,21,53950.0,2025-10-21 18:00:00,Sports,177.1,4.0
24596,Charlie Gray,29,98078.0,2025-10-21 19:00:00,Sports,96.15,
24597,Jane Smith,43,29055.0,2025-10-21 20:00:00,Electronics,77.72,5.0
24598,Jane Smith,49,,2025-10-21 21:00:00,Electronics,267.82,5.0
24599,Charlie Gray,54,22386.0,2025-10-21 22:00:00,Clothing,121.2,2.0
24600,Bob White,32,93393.0,2025-10-21 23:00:00,Home & Kitchen,444.22,
24601,Alice Brown,52,26223.0,2025-10-22 00:00:00,Clothing,454.77,5.0
24602,Charlie Gray,43,93608.0,2025-10-22 01:00:00,Sports,170.23,4.0
24603,Bob White,32,110304.0,2025-10-22 02:00:00,Books,91.18,4.0
24604,Jane Smith,25,77368.0,2025-10-22 03:00:00,Electronics,388.79,3.0
24605,John Doe,45,50343.0,2025-10-22 04:00:00,Electronics,54.95,3.0
24606,Alice Brown,47,39750.0,2025-10-22 05:00:00,Electronics,444.55,1.0
24607,Bob White,60,82215.0,2025-10-22 06:00:00,Electronics,197.02,2.0
24608,Alice Brown,61,61612.0,2025-10-22 07:00:00,Books,121.03,3.0
24609,John Doe,20,42210.0,2025-10-22 08:00:00,Clothing,427.46,4.0
24610,John Doe,23,70369.0,2025-10-22 09:00:00,Electronics,323.44,2.0
24611,John Doe,48,96652.0,2025-10-22 10:00:00,Sports,17.65,3.0
24612,Charlie Gray,43,78267.0,2025-10-22 11:00:00,Sports,484.99,2.0
24613,Alice Brown,25,43043.0,2025-10-22 12:00:00,Clothing,490.2,2.0
24614,Charlie Gray,56,114022.0,2025-10-22 13:00:00,Clothing,422.76,1.0
24615,John Doe,46,71805.0,2025-10-22 14:00:00,Clothing,417.21,5.0
24616,Bob White,34,92889.0,2025-10-22 15:00:00,Clothing,59.95,4.0
24617,John Doe,33,87912.0,2025-10-22 16:00:00,Books,53.4,3.0
24618,Charlie Gray,62,42152.0,2025-10-22 17:00:00,Electronics,35.15,2.0
24619,John Doe,21,87094.0,2025-10-22 18:00:00,Books,163.85,4.0
24620,John Doe,27,74986.0,2025-10-22 19:00:00,Books,110.5,3.0
24621,Charlie Gray,33,90156.0,2025-10-22 20:00:00,Electronics,163.93,4.0
24622,Charlie Gray,36,21500.0,2025-10-22 21:00:00,Books,330.38,3.0
24623,Bob White,56,105918.0,2025-10-22 22:00:00,Clothing,137.63,
24624,Charlie Gray,30,73613.0,2025-10-22 23:00:00,Home & Kitchen,245.43,2.0
24625,Bob White,21,58674.0,2025-10-23 00:00:00,Sports,342.09,1.0
24626,Jane Smith,49,90660.0,2025-10-23 01:00:00,Clothing,80.93,3.0
24627,Jane Smith,35,74255.0,2025-10-23 02:00:00,Clothing,495.73,3.0
24628,Charlie Gray,33,32762.0,2025-10-23 03:00:00,Electronics,434.75,4.0
24629,John Doe,42,64407.0,2025-10-23 04:00:00,Home & Kitchen,369.3,3.0
24630,Alice Brown,33,54701.0,2025-10-23 05:00:00,Electronics,494.45,1.0
24631,John Doe,39,41653.0,2025-10-23 06:00:00,Clothing,46.96,1.0
24632,Charlie Gray,41,23477.0,2025-10-23 07:00:00,Books,30.88,4.0
24633,Bob White,45,57309.0,2025-10-23 08:00:00,Sports,132.14,3.0
24634,John Doe,40,46035.0,2025-10-23 09:00:00,Sports,171.39,4.0
24635,Jane Smith,38,81263.0,2025-10-23 10:00:00,Clothing,334.29,1.0
24636,Charlie Gray,26,76742.0,2025-10-23 11:00:00,Electronics,498.76,4.0
24637,John Doe,19,99988.0,2025-10-23 12:00:00,Home & Kitchen,454.54,2.0
24638,John Doe,55,76911.0,2025-10-23 13:00:00,Home & Kitchen,327.06,3.0
24639,Bob White,45,97239.0,2025-10-23 14:00:00,Clothing,106.95,3.0
24640,Bob White,43,57259.0,2025-10-23 15:00:00,Home & Kitchen,280.1,4.0
24641,Bob White,44,89583.0,2025-10-23 16:00:00,Electronics,377.48,5.0
24642,Alice Brown,42,46251.0,2025-10-23 17:00:00,Home & Kitchen,396.92,3.0
24643,Charlie Gray,38,101247.0,2025-10-23 18:00:00,Electronics,494.91,4.0
24644,Charlie Gray,55,,2025-10-23 19:00:00,Clothing,37.35,2.0
24645,Jane Smith,42,24707.0,2025-10-23 20:00:00,Home & Kitchen,471.47,2.0
24646,Jane Smith,55,70779.0,2025-10-23 21:00:00,Electronics,86.84,2.0
24647,Charlie Gray,63,52245.0,2025-10-23 22:00:00,Books,319.48,4.0
24648,John Doe,28,48283.0,2025-10-23 23:00:00,Home & Kitchen,337.34,3.0
24649,Charlie Gray,45,86795.0,2025-10-24 00:00:00,Sports,139.51,3.0
24650,Alice Brown,53,105507.0,2025-10-24 01:00:00,Home & Kitchen,82.64,3.0
24651,Jane Smith,21,75654.0,2025-10-24 02:00:00,Home & Kitchen,159.14,4.0
24652,Jane Smith,36,32134.0,2025-10-24 03:00:00,Books,151.6,3.0
24653,Jane Smith,41,29170.0,2025-10-24 04:00:00,Home & Kitchen,397.02,5.0
24654,Charlie Gray,39,57656.0,2025-10-24 05:00:00,Home & Kitchen,109.35,3.0
24655,Jane Smith,42,42242.0,2025-10-24 06:00:00,Clothing,365.78,3.0
24656,Jane Smith,25,62167.0,2025-10-24 07:00:00,,78.92,5.0
24657,Charlie Gray,37,51582.0,2025-10-24 08:00:00,Electronics,204.31,4.0
24658,John Doe,18,103538.0,2025-10-24 09:00:00,Sports,88.8,3.0
24659,Jane Smith,21,110719.0,2025-10-24 10:00:00,Home & Kitchen,464.11,4.0
24660,Jane Smith,29,64236.0,2025-10-24 11:00:00,Clothing,403.47,
24661,Jane Smith,42,38477.0,2025-10-24 12:00:00,Electronics,13.69,2.0
24662,Alice Brown,38,70833.0,2025-10-24 13:00:00,Books,182.22,3.0
24663,Charlie Gray,36,94940.0,2025-10-24 14:00:00,Sports,177.65,4.0
24664,Jane Smith,51,41062.0,2025-10-24 15:00:00,Books,241.49,1.0
24665,Alice Brown,23,31308.0,2025-10-24 16:00:00,Electronics,112.83,3.0
24666,John Doe,52,116888.0,2025-10-24 17:00:00,Books,269.23,4.0
24667,John Doe,20,69581.0,2025-10-24 18:00:00,Home & Kitchen,163.07,2.0
24668,Alice Brown,50,72240.0,2025-10-24 19:00:00,Books,209.87,5.0
24669,John Doe,26,27566.0,2025-10-24 20:00:00,Clothing,210.62,3.0
24670,Bob White,24,40257.0,2025-10-24 21:00:00,Clothing,400.3,4.0
24671,John Doe,58,115281.0,2025-10-24 22:00:00,Books,305.79,3.0
24672,Bob White,44,33686.0,2025-10-24 23:00:00,Sports,171.22,
24673,Alice Brown,18,20650.0,2025-10-25 00:00:00,Clothing,408.97,2.0
24674,Bob White,57,50551.0,2025-10-25 01:00:00,Books,136.72,3.0
24675,John Doe,35,47305.0,2025-10-25 02:00:00,Home & Kitchen,92.63,5.0
24676,Jane Smith,52,73853.0,2025-10-25 03:00:00,Clothing,56.11,2.0
24677,Bob White,34,92916.0,2025-10-25 04:00:00,Clothing,341.65,3.0
24678,John Doe,56,57884.0,2025-10-25 05:00:00,Books,144.18,3.0
24679,Jane Smith,28,65994.0,2025-10-25 06:00:00,Books,207.99,5.0
24680,Alice Brown,54,36442.0,2025-10-25 07:00:00,Books,459.72,4.0
24681,Alice Brown,62,47275.0,2025-10-25 08:00:00,Sports,233.89,2.0
24682,Charlie Gray,28,51688.0,2025-10-25 09:00:00,Clothing,119.17,3.0
24683,Alice Brown,20,36907.0,2025-10-25 10:00:00,Home & Kitchen,363.07,
24684,Charlie Gray,30,36923.0,2025-10-25 11:00:00,Home & Kitchen,375.63,4.0
24685,Alice Brown,45,97485.0,2025-10-25 12:00:00,Electronics,495.23,2.0
24686,Alice Brown,55,96652.0,2025-10-25 13:00:00,Books,62.12,3.0
24687,Alice Brown,64,73031.0,2025-10-25 14:00:00,Electronics,143.27,4.0
24688,Charlie Gray,51,110978.0,2025-10-25 15:00:00,Electronics,104.96,2.0
24689,Charlie Gray,45,31036.0,2025-10-25 16:00:00,Sports,280.11,4.0
24690,Bob White,19,98975.0,2025-10-25 17:00:00,Sports,467.16,4.0
24691,John Doe,63,81381.0,2025-10-25 18:00:00,Books,284.93,2.0
24692,John Doe,19,117935.0,2025-10-25 19:00:00,Books,127.66,4.0
24693,John Doe,54,96589.0,2025-10-25 20:00:00,Books,201.09,3.0
24694,Alice Brown,33,88380.0,2025-10-25 21:00:00,Home & Kitchen,387.67,3.0
24695,John Doe,25,72275.0,2025-10-25 22:00:00,Books,257.25,3.0
24696,Charlie Gray,57,89159.0,2025-10-25 23:00:00,Home & Kitchen,108.41,3.0
24697,Bob White,28,112677.0,2025-10-26 00:00:00,Electronics,349.71,4.0
24698,Jane Smith,62,85306.0,2025-10-26 01:00:00,Books,350.39,1.0
24699,Bob White,32,23236.0,2025-10-26 02:00:00,Clothing,480.49,
24700,John Doe,21,73632.0,2025-10-26 03:00:00,Home & Kitchen,427.58,4.0
24701,John Doe,40,56015.0,2025-10-26 04:00:00,Books,424.6,3.0
24702,Charlie Gray,25,58123.0,2025-10-26 05:00:00,Home & Kitchen,451.51,1.0
24703,Bob White,33,,2025-10-26 06:00:00,Home & Kitchen,314.33,3.0
24704,Charlie Gray,33,54699.0,2025-10-26 07:00:00,Books,241.52,3.0
24705,Charlie Gray,41,85200.0,2025-10-26 08:00:00,Electronics,28.71,3.0
24706,Jane Smith,27,100296.0,2025-10-26 09:00:00,Books,200.4,3.0
24707,Charlie Gray,51,82147.0,2025-10-26 10:00:00,Electronics,252.48,
24708,Charlie Gray,35,21265.0,2025-10-26 11:00:00,Electronics,472.05,2.0
24709,Jane Smith,33,64779.0,2025-10-26 12:00:00,Books,274.02,2.0
24710,Alice Brown,53,20106.0,2025-10-26 13:00:00,Clothing,299.58,4.0
24711,Alice Brown,25,78068.0,2025-10-26 14:00:00,Clothing,318.37,
24712,Jane Smith,37,83361.0,2025-10-26 15:00:00,Electronics,461.09,1.0
24713,Charlie Gray,40,117142.0,2025-10-26 16:00:00,Home & Kitchen,200.19,
24714,John Doe,57,22035.0,2025-10-26 17:00:00,Clothing,457.87,3.0
24715,Bob White,31,65652.0,2025-10-26 18:00:00,Books,292.71,2.0
24716,John Doe,33,102365.0,2025-10-26 19:00:00,Clothing,32.63,1.0
24717,John Doe,55,54104.0,2025-10-26 20:00:00,Home & Kitchen,204.72,1.0
24718,Charlie Gray,35,60875.0,2025-10-26 21:00:00,Clothing,48.07,2.0
24719,Bob White,57,79044.0,2025-10-26 22:00:00,Books,108.97,3.0
24720,Bob White,47,100461.0,2025-10-26 23:00:00,Books,184.1,3.0
24721,Alice Brown,53,79822.0,2025-10-27 00:00:00,Electronics,480.97,3.0
24722,Jane Smith,53,66268.0,2025-10-27 01:00:00,Sports,295.86,4.0
24723,Charlie Gray,56,110451.0,2025-10-27 02:00:00,Home & Kitchen,491.71,3.0
24724,Bob White,57,40706.0,2025-10-27 03:00:00,Clothing,156.82,2.0
24725,Charlie Gray,58,65744.0,2025-10-27 04:00:00,,335.95,
24726,Alice Brown,18,113627.0,2025-10-27 05:00:00,Sports,275.99,3.0
24727,John Doe,34,25573.0,2025-10-27 06:00:00,,198.51,1.0
24728,Bob White,45,63590.0,2025-10-27 07:00:00,Electronics,454.52,3.0
24729,Alice Brown,24,117680.0,2025-10-27 08:00:00,Books,237.76,3.0
24730,Charlie Gray,37,90629.0,2025-10-27 09:00:00,Books,199.54,3.0
24731,Alice Brown,59,85891.0,2025-10-27 10:00:00,Home & Kitchen,124.61,1.0
24732,Alice Brown,41,76741.0,2025-10-27 11:00:00,Home & Kitchen,372.55,2.0
24733,Alice Brown,18,42656.0,2025-10-27 12:00:00,Books,308.16,3.0
24734,Alice Brown,35,106912.0,2025-10-27 13:00:00,Home & Kitchen,124.9,
24735,Alice Brown,43,91116.0,2025-10-27 14:00:00,Home & Kitchen,411.19,2.0
24736,Alice Brown,31,76326.0,2025-10-27 15:00:00,Clothing,474.54,5.0
24737,Jane Smith,36,44211.0,2025-10-27 16:00:00,Home & Kitchen,346.13,4.0
24738,Charlie Gray,35,92747.0,2025-10-27 17:00:00,Books,213.82,3.0
24739,John Doe,62,53736.0,2025-10-27 18:00:00,Electronics,396.82,1.0
24740,Charlie Gray,24,81964.0,2025-10-27 19:00:00,Sports,279.32,3.0
24741,Bob White,19,86342.0,2025-10-27 20:00:00,,18.81,5.0
24742,Bob White,24,119859.0,2025-10-27 21:00:00,Home & Kitchen,329.05,4.0
24743,Charlie Gray,45,76431.0,2025-10-27 22:00:00,Books,381.16,3.0
24744,Alice Brown,45,84051.0,2025-10-27 23:00:00,Books,148.21,4.0
24745,Jane Smith,59,106424.0,2025-10-28 00:00:00,Sports,152.32,2.0
24746,John Doe,34,51627.0,2025-10-28 01:00:00,Home & Kitchen,167.88,2.0
24747,Alice Brown,47,82425.0,2025-10-28 02:00:00,Electronics,341.18,3.0
24748,Charlie Gray,38,95191.0,2025-10-28 03:00:00,Electronics,115.49,3.0
24749,Charlie Gray,54,105461.0,2025-10-28 04:00:00,Clothing,356.26,2.0
24750,Jane Smith,26,45984.0,2025-10-28 05:00:00,Sports,61.63,5.0
24751,Jane Smith,53,70759.0,2025-10-28 06:00:00,Books,259.52,4.0
24752,Charlie Gray,39,116432.0,2025-10-28 07:00:00,Sports,378.9,2.0
24753,Alice Brown,32,27106.0,2025-10-28 08:00:00,Sports,335.53,3.0
24754,Alice Brown,31,83857.0,2025-10-28 09:00:00,Electronics,313.48,1.0
24755,Alice Brown,44,87156.0,2025-10-28 10:00:00,Sports,367.65,1.0
24756,John Doe,35,46142.0,2025-10-28 11:00:00,Sports,65.2,1.0
24757,John Doe,27,46344.0,2025-10-28 12:00:00,Books,267.07,3.0
24758,Alice Brown,39,20922.0,2025-10-28 13:00:00,Clothing,412.73,2.0
24759,Charlie Gray,40,82209.0,2025-10-28 14:00:00,Books,221.98,5.0
24760,Jane Smith,59,74648.0,2025-10-28 15:00:00,Sports,118.49,3.0
24761,Bob White,58,42876.0,2025-10-28 16:00:00,Clothing,50.58,1.0
24762,Jane Smith,22,23577.0,2025-10-28 17:00:00,Sports,422.82,
24763,Jane Smith,42,111113.0,2025-10-28 18:00:00,Home & Kitchen,469.81,2.0
24764,Bob White,18,93722.0,2025-10-28 19:00:00,Home & Kitchen,315.37,3.0
24765,Alice Brown,41,72717.0,2025-10-28 20:00:00,Home & Kitchen,8.79,5.0
24766,Jane Smith,50,47015.0,2025-10-28 21:00:00,Clothing,28.01,
24767,Bob White,54,99138.0,2025-10-28 22:00:00,Books,90.12,4.0
24768,Charlie Gray,24,61506.0,2025-10-28 23:00:00,Clothing,10.5,2.0
24769,Charlie Gray,41,93494.0,2025-10-29 00:00:00,Sports,261.88,3.0
24770,Charlie Gray,32,91190.0,2025-10-29 01:00:00,,142.44,5.0
24771,Alice Brown,28,32010.0,2025-10-29 02:00:00,Electronics,96.96,2.0
24772,Jane Smith,61,69453.0,2025-10-29 03:00:00,Books,204.06,3.0
24773,Jane Smith,34,,2025-10-29 04:00:00,Books,85.18,5.0
24774,John Doe,40,40558.0,2025-10-29 05:00:00,Clothing,296.34,2.0
24775,Charlie Gray,21,100455.0,2025-10-29 06:00:00,Home & Kitchen,43.27,
24776,Alice Brown,48,45184.0,2025-10-29 07:00:00,Clothing,128.95,2.0
24777,Bob White,51,86018.0,2025-10-29 08:00:00,Electronics,49.63,4.0
